ST_CASE,AGE,SEX,REST_USE,INJ_SEV,DRINKING,DRUGS,PER_TYP
10055,81,2,3,4,9,9,1
10055,38,1,3,0,0,0,1
10056,47,1,0,4,9,9,1
10057,31,2,99,0,9,9,1
10057,41,1,5,4,9,9,1
10058,22,1,0,4,1,9,1
10058,17,1,0,4,8,8,2
10059,17,1,0,0,0,0,1
10059,18,1,0,0,0,0,1
10059,18,1,0,4,8,8,2
10059,18,2,0,3,8,8,2
10060,21,1,0,4,1,9,5
10060,41,1,3,0,0,0,1
10061,80,1,0,4,9,9,1
10061,23,1,3,0,0,0,1
10061,99,9,3,0,8,8,2
10062,45,1,99,4,9,9,1
10062,18,2,99,4,8,8,2
10063,28,2,3,3,0,0,1
10063,36,1,0,3,8,8,2
10063,28,2,3,4,0,0,1
10063,24,1,3,0,0,0,1
10063,99,9,3,0,8,8,2
10063,46,1,3,0,0,0,1
10064,82,1,0,4,0,0,1
10065,77,1,0,4,9,9,1
10065,44,2,0,3,8,8,2
10065,42,1,3,0,0,0,1
10066,28,2,3,4,0,0,1
10066,54,1,1,0,0,0,1
10066,58,1,3,0,0,0,1
10067,32,1,3,4,0,0,1
10068,72,2,0,4,0,0,1
10068,76,1,0,3,8,8,2
10068,23,1,0,3,9,9,1
10069,19,1,0,4,9,9,1
10069,32,1,3,0,0,0,1
10070,22,1,0,4,9,9,1
10070,17,2,0,4,8,8,2
10071,29,1,0,4,9,9,1
10072,30,2,0,4,9,9,5
10072,22,2,3,0,0,0,1
10073,87,2,0,4,0,0,1
10074,25,1,3,3,1,9,1
10074,26,1,3,4,8,8,2
10075,46,1,3,0,0,0,1
10075,60,1,3,3,0,0,1
10075,62,1,2,4,8,8,2
10075,44,1,3,3,8,8,2
10076,23,1,0,4,9,9,1
10076,15,2,3,3,8,8,2
10076,16,1,3,3,8,8,2
10077,30,1,0,4,0,0,1
10078,61,1,0,4,0,0,1
10079,49,1,0,4,1,0,1
10080,39,2,0,4,9,9,5
10080,34,2,3,0,0,0,1
10080,18,2,3,0,0,0,1
10081,33,1,3,4,0,0,1
10081,33,1,3,4,0,0,1
10082,55,1,3,4,0,9,1
10082,47,1,3,3,0,9,1
10083,16,1,3,0,0,0,1
10083,99,9,3,0,8,8,2
10083,99,9,3,0,8,8,2
10083,37,1,3,4,0,0,1
10084,27,1,3,4,9,9,1
10084,29,1,0,3,8,8,2
10085,26,1,3,3,0,0,1
10085,37,1,3,3,8,8,2
10085,51,2,3,4,0,0,1
10085,11,2,3,3,8,8,2
10085,37,1,0,3,8,8,2
10085,9,2,0,3,8,8,2
10085,30,2,0,3,8,8,2
10086,31,2,3,4,0,0,1
10086,51,1,3,3,0,0,1
10087,37,1,0,4,1,9,1
10088,39,2,0,4,1,9,1
10088,28,1,0,3,8,8,2
10089,19,2,0,1,0,0,1
10089,22,2,0,4,8,8,2
10089,99,9,4,0,8,8,2
10090,47,1,0,4,9,9,5
10090,61,1,3,0,0,0,1
10091,38,1,3,3,0,0,1
10091,50,1,3,4,0,0,1
10091,27,1,3,3,8,8,2
10092,21,1,0,3,1,9,1
10092,22,2,0,4,8,8,2
10093,21,1,3,4,1,9,1
10094,29,1,0,4,0,0,1
10094,46,1,3,0,0,0,1
10095,46,1,0,4,9,9,1
10096,67,2,0,4,0,0,1
10097,19,1,0,4,9,9,1
10097,21,1,0,4,8,8,2
10097,17,2,0,4,8,8,2
10097,19,1,3,0,0,0,1
10097,99,9,0,0,8,8,2
10098,21,1,99,4,9,9,1
10098,33,1,99,4,8,8,2
10099,21,1,0,3,1,9,1
10099,20,2,0,3,8,8,2
10099,22,1,0,4,8,8,2
10099,20,2,0,3,8,8,2
10100,24,2,0,3,0,0,1
10100,6,2,0,4,8,8,2
10100,3,1,4,3,8,8,2
10100,8,2,0,3,8,8,2
10101,20,1,3,0,0,0,1
10101,20,2,3,3,8,8,2
10101,0,2,0,4,8,8,2
10101,46,1,3,0,0,0,1
10102,37,1,0,4,1,9,1
10103,27,2,3,4,0,0,1
10103,59,1,3,2,0,0,1
10104,41,1,0,4,1,9,1
10105,67,1,0,0,0,0,1
10105,40,1,0,4,8,8,2
10105,61,1,3,0,0,0,1
10106,72,1,0,4,9,9,1
10107,28,1,3,4,1,9,1
10108,20,1,0,3,1,9,1
10108,19,1,0,4,8,8,2
10108,20,1,3,3,8,8,2
10109,40,2,0,4,1,9,1
10110,50,1,0,4,9,9,1
10111,64,1,0,4,1,0,1
10112,39,1,0,4,9,9,1
10112,49,1,3,0,0,0,1
10113,41,1,0,4,1,0,1
10114,72,1,3,4,0,0,1
10114,28,1,3,0,0,0,1
10115,78,1,0,4,0,0,1
10116,56,1,3,0,0,9,1
10116,38,1,3,4,0,0,1
10117,41,1,0,4,9,9,1
10117,47,1,3,0,0,0,1
10117,99,9,3,0,8,8,2
10118,75,2,3,4,0,0,1
10118,30,1,3,0,0,0,1
10119,29,1,0,3,9,9,1
10119,67,1,3,4,0,0,1
10120,52,1,3,4,0,0,1
10120,51,2,3,3,8,8,2
10121,25,1,0,4,0,0,1
10121,99,9,0,0,8,8,2
10122,39,1,0,0,1,9,1
10122,33,2,3,2,0,0,1
10122,11,1,3,2,8,8,2
10122,21,2,0,4,8,8,2
10122,23,1,0,3,8,8,2
10123,41,1,0,4,1,1,1
10124,25,1,5,4,8,8,1
10125,25,2,0,0,0,0,1
10125,84,1,3,4,0,0,1
10126,26,2,99,0,0,0,1
10126,9,1,99,3,8,8,2
10126,8,2,99,3,8,8,2
10126,5,2,99,4,8,8,2
10126,42,1,3,0,0,0,1
10127,21,2,3,3,9,9,1
10127,1,2,3,4,8,8,2
10128,64,1,0,4,0,0,1
10128,22,1,2,0,0,0,1
10129,79,1,3,4,0,0,1
10129,27,1,3,3,0,0,1
10130,44,2,0,4,8,8,1
10131,2,1,0,4,0,0,5
10131,16,1,3,0,0,0,1
10131,99,9,3,0,8,8,2
10132,18,1,0,4,1,0,1
10132,99,9,0,0,8,8,2
10133,29,1,0,4,9,9,1
10134,82,1,0,4,0,0,1
10134,24,1,3,3,0,0,1
10134,8,1,3,1,8,8,2
10135,22,2,0,4,0,0,1
10136,74,2,3,0,0,0,1
10136,48,1,5,4,9,9,1
10136,61,2,3,0,0,0,1
10136,99,9,3,0,8,8,2
10136,99,9,3,0,8,8,2
10136,99,9,3,0,8,8,2
10136,99,9,3,0,8,8,2
10137,42,1,0,2,1,9,1
10137,42,1,99,4,8,8,2
10138,42,2,3,4,1,1,1
10138,62,1,3,0,0,0,1
10139,23,1,0,3,0,0,1
10139,35,1,0,4,8,8,2
10139,24,1,0,3,8,8,2
10140,13,2,0,3,9,9,1
10140,36,2,0,4,8,8,2
10140,17,2,3,2,0,0,1
10140,17,2,3,2,8,8,2
10141,21,1,0,4,9,9,1
10141,18,1,0,3,8,8,2
10141,39,2,0,3,8,8,2
10141,19,2,0,3,8,8,2
10141,13,2,0,3,8,8,2
10142,64,1,3,1,0,0,1
10142,19,1,3,4,0,0,1
10142,56,1,3,0,0,0,1
10143,26,1,0,4,1,9,1
10143,31,1,3,0,0,0,1
10143,99,9,2,0,8,8,2
10143,99,9,3,0,8,8,2
10144,54,2,3,3,0,0,1
10144,52,2,3,4,8,8,2
10145,24,1,0,4,0,0,1
10145,26,1,0,3,8,8,2
10146,31,1,3,0,0,0,1
10146,19,1,0,3,9,9,1
10146,15,1,0,4,8,8,2
10146,14,2,0,3,8,8,2
10146,14,1,0,3,8,8,2
10146,14,2,0,3,8,8,2
10146,14,2,0,3,8,8,2
10146,14,2,0,3,8,8,2
10147,39,1,0,4,1,9,1
10148,19,2,3,3,0,0,1
10148,32,1,3,0,0,0,1
10148,53,1,3,3,0,0,1
10148,53,2,3,4,8,8,2
10149,36,1,0,4,0,0,1
10149,33,1,3,2,0,0,1
10150,54,1,0,3,1,9,1
10150,40,2,0,4,8,8,2
10151,42,1,0,4,9,1,1
10152,34,1,0,4,0,0,1
10153,44,1,0,4,1,9,1
10154,25,1,0,4,1,9,5
10154,20,1,3,0,0,0,1
10154,99,9,3,0,8,8,2
10155,33,1,0,4,9,9,1
10156,44,1,3,4,9,1,1
10156,49,1,3,0,0,0,1
10157,41,2,3,4,9,9,1
10157,43,1,3,0,0,0,1
10157,42,1,3,3,1,9,1
10158,63,1,3,4,0,1,1
10159,80,1,0,3,0,0,1
10159,71,1,0,4,8,8,2
10159,26,1,3,3,0,0,1
10160,16,1,0,4,0,0,1
10160,20,1,0,3,0,0,1
10160,22,2,0,3,8,8,2
10161,41,1,0,4,1,9,1
10161,59,1,0,4,8,8,2
10161,35,1,3,0,0,0,1
10162,63,2,3,4,9,9,1
10162,1,1,4,4,8,8,2
10162,28,1,3,3,9,9,1
10163,23,1,0,4,9,9,1
10164,20,1,0,4,9,9,1
10165,62,1,0,4,0,0,1
10166,41,1,0,4,9,9,5
10166,26,1,0,0,1,9,1
10167,55,1,99,4,9,9,1
10168,21,1,0,4,9,9,1
10168,35,2,0,3,0,0,1
10168,16,2,0,3,8,8,2
10169,54,1,3,4,9,9,1
10169,40,1,3,1,0,0,1
10170,33,1,0,4,9,9,1
10171,77,2,0,4,0,0,1
10172,23,1,3,4,0,0,1
10172,21,1,0,3,8,8,2
10172,21,2,0,3,8,8,2
10172,57,1,2,3,0,0,1
10173,43,2,0,4,1,9,1
10173,43,2,3,1,0,0,1
10173,99,9,3,0,8,8,2
10173,99,9,2,0,8,8,2
10173,77,1,3,1,0,0,1
10173,50,2,3,0,0,0,1
10174,21,1,3,3,9,9,1
10174,33,2,3,4,8,8,2
10174,59,1,3,1,0,0,1
10174,66,1,3,1,0,0,1
10175,41,2,3,3,0,0,1
10175,69,2,3,4,8,8,2
10175,2,2,4,3,8,8,2
10175,3,2,4,3,8,8,2
10175,53,1,3,0,0,0,1
10176,18,2,3,4,0,0,1
10176,40,1,3,0,0,0,1
10177,33,2,0,4,1,9,1
10177,61,1,3,4,0,0,1
10177,63,2,3,3,8,8,2
10178,43,2,0,4,9,1,1
10179,18,1,0,4,9,9,1
10179,22,2,3,4,8,8,2
10179,18,1,0,4,8,8,2
10179,16,1,0,4,8,8,2
10179,46,2,3,3,0,0,1
10180,49,1,3,0,0,0,1
10180,40,2,3,4,0,0,1
10181,21,2,0,4,9,9,1
10182,51,1,0,4,1,9,1
10182,64,1,3,3,9,9,1
10182,58,2,3,3,8,8,2
10183,47,1,3,4,9,9,1
10184,48,1,0,4,1,9,5
10184,48,1,3,0,0,0,1
10185,32,1,0,4,9,9,1
10185,47,1,3,0,0,0,1
10186,20,2,3,4,0,0,1
10186,36,1,3,0,0,0,1
10187,32,1,0,4,0,0,5
10187,2,1,0,4,0,0,5
10187,41,1,3,0,1,0,1
10188,44,2,0,4,0,0,1
10188,42,1,3,0,0,0,1
10189,28,2,3,4,0,0,1
10189,49,2,0,4,8,8,2
10189,44,1,3,0,0,0,1
10190,20,1,5,4,0,0,1
10191,37,1,99,4,9,9,1
10191,30,1,3,0,0,0,1
10192,44,1,3,4,0,0,1
10192,44,1,3,1,0,0,1
10193,18,2,99,4,9,9,1
10194,89,2,3,4,0,0,1
10194,31,2,3,3,0,0,1
10195,19,2,3,0,9,9,1
10195,43,2,0,3,8,8,2
10195,99,9,0,0,8,8,2
10195,75,1,3,4,9,9,1
10196,69,1,3,4,0,0,1
10196,11,1,3,3,8,8,2
10196,62,2,2,0,0,0,2
10196,16,2,3,0,0,0,1
10196,99,9,3,0,8,8,2
10196,99,9,2,0,8,8,2
10197,19,1,0,4,9,9,5
10197,34,1,3,0,0,0,1
10199,20,1,0,4,9,9,1
10199,33,1,3,3,0,0,1
10200,46,1,0,4,1,9,1
10200,37,1,0,3,8,8,2
10200,43,1,3,1,0,0,1
10201,18,2,3,4,9,9,1
10202,55,1,0,3,0,0,1
10202,35,1,0,4,9,9,1
10202,26,1,0,4,8,8,2
10203,80,1,3,0,0,0,1
10203,44,1,5,4,0,0,1
10204,24,1,0,4,0,0,1
10205,19,1,0,0,9,9,1
10205,17,2,0,4,8,8,2
10205,17,1,0,3,8,8,2
10206,83,1,0,4,0,0,1
10206,28,2,3,0,0,0,1
10206,99,9,4,0,8,8,2
10207,35,1,0,4,9,1,1
10207,49,1,3,4,0,0,1
10208,16,1,99,4,9,9,1
10209,34,1,0,3,1,9,1
10209,41,1,0,4,8,8,2
10210,18,1,0,4,9,9,1
10210,21,2,3,3,0,0,1
10210,27,1,3,3,8,8,2
10210,0,1,4,2,8,8,2
10211,59,2,3,4,0,0,1
10211,50,2,3,2,0,0,1
10211,45,2,3,2,8,8,2
10212,45,1,0,4,0,0,1
10212,42,2,0,3,8,8,2
10212,14,1,2,3,8,8,2
10212,13,1,2,3,8,8,2
10212,17,2,0,3,8,8,2
10213,16,2,0,4,9,9,1
10214,38,1,0,4,9,9,1
10215,51,1,0,4,1,9,5
10215,43,1,99,0,1,9,1
10216,29,1,99,4,0,0,1
10217,25,1,0,4,9,9,1
10218,39,1,3,4,1,9,1
10219,37,1,0,4,9,0,1
10220,58,2,0,4,9,9,1
10220,25,2,0,3,0,0,1
10220,19,2,0,3,8,8,2
10221,21,1,3,4,0,0,1
10222,19,1,3,3,0,0,1
10222,39,1,0,4,0,0,1
10224,37,1,0,4,1,1,1
10225,58,1,0,4,1,9,1
10226,40,1,2,1,0,9,1
10226,11,1,2,2,8,8,2
10226,26,1,5,4,9,0,1
10227,35,2,0,4,0,9,1
10228,56,1,0,4,1,9,1
10229,25,1,1,4,9,9,1
10230,82,1,3,3,0,0,1
10230,80,2,3,4,8,8,2
10230,40,2,3,0,0,0,1
10230,99,9,3,0,8,8,2
10230,99,9,3,0,8,8,2
10230,0,1,0,3,8,8,2
10230,16,2,0,3,8,8,2
10231,35,1,0,4,9,9,1
10232,31,2,3,3,9,9,1
10232,15,1,2,4,0,0,1
10232,69,1,2,4,8,8,2
10233,20,1,3,0,1,1,1
10233,99,9,3,0,8,8,2
10233,99,9,0,0,8,8,2
10233,34,2,3,3,0,0,1
10233,12,1,3,4,8,8,2
10234,25,1,0,4,0,0,1
10235,22,2,3,3,9,9,1
10235,20,1,3,3,8,8,2
10235,23,2,0,4,8,8,2
10235,21,2,0,3,8,8,2
10236,18,1,3,3,0,0,1
10236,86,1,3,4,0,0,1
10236,87,2,3,4,8,8,2
10236,35,1,0,3,0,0,1
10236,23,2,0,3,8,8,2
10236,1,2,4,3,8,8,2
10236,42,1,3,0,0,0,1
10236,99,9,0,0,8,8,2
10237,17,1,0,3,1,1,1
10237,21,1,0,4,8,8,2
10237,99,9,0,0,8,8,2
10238,41,1,0,4,1,9,1
10239,28,1,0,4,1,9,5
10239,99,9,99,9,9,9,1
10240,37,1,0,0,1,9,1
10240,15,1,0,3,0,0,1
10240,50,1,0,4,8,8,2
10241,43,1,0,4,0,0,6
10241,27,1,3,0,9,9,1
10242,14,1,5,4,0,0,1
10242,18,1,3,1,0,0,1
10243,46,2,0,4,1,9,1
10244,46,1,0,4,1,9,1
10245,38,2,0,4,1,9,1
10246,84,2,3,3,0,0,1
10246,77,2,3,4,8,8,2
10246,35,1,3,0,0,0,1
10247,57,2,3,4,9,9,1
10247,52,1,3,0,0,0,1
10248,33,1,3,4,0,0,1
10248,44,1,3,0,0,0,1
10249,68,2,3,4,0,0,1
10249,76,1,99,3,8,8,2
10249,72,1,3,3,0,0,1
10250,43,1,0,4,9,9,1
10251,68,1,0,4,9,9,1
10251,47,1,3,0,0,0,1
10252,17,1,5,4,9,9,1
10252,31,1,3,0,0,0,1
10252,99,9,3,0,8,8,2
10253,20,1,3,4,0,0,1
10253,47,2,3,3,0,0,1
10254,47,1,3,3,1,9,1
10254,52,1,0,4,8,8,2
10254,30,1,2,3,8,8,2
10254,44,2,0,3,8,8,2
10255,18,1,3,3,0,0,1
10255,47,1,0,3,0,0,1
10255,9,2,0,4,8,8,2
10255,11,1,0,3,8,8,2
10255,8,1,0,3,8,8,2
10255,5,1,0,3,8,8,2
10256,40,2,3,3,1,9,1
10256,17,2,3,4,8,8,2
10257,36,2,0,4,0,0,1
10258,33,2,0,4,9,9,1
10259,82,2,0,4,0,0,1
10260,39,1,0,4,1,9,1
10261,76,1,0,4,0,0,1
10261,71,1,0,4,8,8,2
10261,35,1,3,1,0,0,1
10262,30,1,3,4,9,9,1
10262,31,1,2,0,0,0,1
10263,82,1,3,3,0,9,1
10263,46,1,3,4,9,9,1
10263,37,1,3,4,8,8,2
10263,34,1,3,3,8,8,2
10263,23,1,3,3,0,0,1
10264,40,1,0,4,1,0,5
10264,99,9,99,0,9,9,1
10265,16,2,3,4,0,0,1
10265,14,2,3,3,8,8,2
10266,63,1,0,4,0,0,1
10267,29,1,5,4,1,9,1
10267,45,2,5,2,1,9,1
10267,49,1,5,3,1,9,1
10267,41,1,5,3,1,9,1
10267,26,2,5,2,1,9,1
10268,34,1,0,1,0,0,1
10268,29,1,0,4,0,0,1
10268,41,1,3,0,0,0,1
10268,99,9,3,0,8,8,2
10269,23,1,5,4,0,1,1
10270,47,2,5,4,0,0,1
10270,23,1,0,3,1,1,1
10271,81,1,3,3,0,0,1
10271,67,2,3,4,8,8,2
10271,41,1,3,0,0,0,1
10272,23,1,99,2,1,0,1
10272,59,1,0,4,0,0,1
10273,41,1,3,3,0,1,1
10273,19,2,3,3,0,0,1
10273,19,2,3,4,8,8,2
10274,16,2,0,4,9,9,1
10274,29,1,3,3,0,0,1
10275,22,1,0,3,1,9,1
10275,22,2,0,4,0,0,1
10275,2,2,0,3,8,8,2
10275,4,1,0,3,8,8,2
10275,45,1,3,0,0,0,1
10275,99,9,3,0,8,8,2
10276,18,1,0,4,0,0,1
10277,24,1,0,4,0,0,1
10278,33,1,3,4,1,9,1
10279,33,2,0,4,1,9,1
10279,16,1,0,4,8,8,2
10279,17,1,0,3,8,8,2
10279,13,1,0,1,8,8,2
10279,15,1,0,3,8,8,2
10280,26,1,3,0,1,0,1
10280,38,1,0,4,9,9,1
10281,81,1,0,4,0,0,1
10282,73,1,0,4,0,0,1
10282,82,2,0,4,8,8,2
10282,19,2,0,3,8,8,2
10283,21,1,5,4,0,9,1
10283,34,1,3,0,0,0,1
10284,77,1,0,4,0,0,1
10284,39,1,3,3,0,0,1
10284,39,2,0,3,8,8,2
10285,17,2,0,4,0,0,1
10285,44,1,3,2,0,0,1
10286,34,1,3,4,9,9,1
10286,25,2,3,3,0,0,1
10286,99,9,3,0,8,8,2
10286,29,1,3,3,0,0,1
10287,27,1,0,4,0,0,1
10288,40,1,3,4,0,0,1
10288,55,1,3,0,0,0,1
10288,33,1,3,0,0,0,1
10289,40,1,0,4,1,9,1
10289,64,1,2,0,0,0,1
10290,41,1,0,4,0,0,1
10290,35,2,0,3,8,8,2
10290,48,1,3,0,0,0,1
10291,43,2,0,4,0,0,1
10291,40,2,3,3,0,0,1
10291,14,1,3,3,8,8,2
10291,15,1,3,3,8,8,2
10291,99,9,4,0,8,8,2
10291,99,9,3,0,8,8,2
10292,31,1,0,4,1,9,1
10293,16,1,0,0,0,0,1
10293,13,1,0,4,8,8,2
10293,16,1,0,4,8,8,2
10293,15,2,0,3,8,8,2
10294,47,1,0,3,0,0,1
10294,53,2,0,3,8,8,2
10294,53,1,3,4,0,0,1
10295,25,1,5,4,9,9,1
10296,33,1,0,4,1,0,1
10297,67,1,0,4,1,9,1
10297,24,2,3,3,9,9,1
10297,3,1,8,3,8,8,2
10297,0,1,4,3,8,8,2
10298,13,1,5,4,0,0,1
10298,14,1,5,3,8,8,2
10298,60,1,0,0,8,8,1
10299,46,2,3,4,1,9,1
10300,71,2,3,3,0,0,1
10300,75,1,0,4,8,8,2
10300,49,2,3,3,8,8,2
10301,37,1,3,4,9,9,1
10302,36,2,0,4,9,9,1
10303,30,1,0,4,1,9,1
10304,29,1,0,3,1,9,1
10304,5,1,0,4,8,8,2
10305,31,2,0,3,0,0,1
10305,6,2,0,3,8,8,2
10305,11,1,0,4,8,8,2
10305,17,2,3,0,0,0,1
10306,20,2,3,4,0,0,1
10307,16,1,3,4,9,9,1
10307,13,1,3,3,8,8,2
10308,60,1,3,0,0,0,1
10308,19,1,5,4,0,0,1
10308,23,1,3,3,8,8,1
10308,99,9,3,0,8,8,2
10309,55,1,0,4,0,0,1
10310,39,1,0,4,1,9,1
10310,0,1,4,3,8,8,2
10311,28,1,0,4,9,9,1
10312,34,1,0,4,9,9,1
10312,26,1,0,0,9,9,1
10313,50,2,3,4,0,0,1
10313,46,1,3,2,0,0,1
10314,47,1,0,3,1,1,1
10314,47,1,0,4,8,8,2
10315,67,1,3,4,9,9,1
10315,59,1,3,2,0,0,1
10315,61,2,3,3,8,8,2
10316,31,1,0,4,0,0,1
10316,41,1,3,0,0,8,1
10316,39,1,3,0,0,0,1
10316,53,1,3,0,0,0,1
10317,42,1,0,4,1,9,1
10317,16,2,3,3,0,0,1
10318,40,1,0,4,0,0,1
10319,19,1,99,4,0,0,1
10319,49,1,2,3,0,0,1
10319,23,1,0,0,0,0,1
10320,21,1,0,4,0,0,1
10320,2,2,4,4,8,8,2
10320,2,2,4,4,8,8,2
10321,23,1,0,4,1,9,1
10321,99,9,0,0,8,8,2
10322,16,1,3,4,0,0,1
10323,30,1,3,4,9,9,1
10324,32,1,3,3,0,0,1
10324,41,1,3,4,8,8,2
10325,50,1,0,4,9,9,1
10326,35,2,0,3,0,0,1
10326,62,2,0,4,8,8,2
10326,43,2,0,3,8,8,2
10326,63,1,3,0,0,0,1
10327,77,1,3,3,0,0,1
10327,74,2,3,4,8,8,2
10327,38,1,3,0,0,0,1
10327,99,9,3,0,8,8,2
10328,30,2,0,4,1,9,1
10329,30,1,0,4,9,9,1
10329,54,1,0,0,0,0,1
10330,32,2,0,4,9,9,5
10330,30,1,3,0,9,9,1
10331,58,1,3,0,0,0,1
10331,69,2,3,4,0,0,1
10332,31,1,0,4,1,1,1
10333,20,2,0,4,0,0,1
10333,22,1,3,1,0,0,1
10334,68,1,0,4,9,9,5
10334,58,1,3,0,1,0,1
10334,99,9,3,0,8,8,2
10335,29,2,0,4,9,9,1
10335,6,2,3,3,8,8,2
10336,22,1,0,4,9,9,1
10337,46,1,5,4,9,9,1
10338,52,1,2,2,0,0,1
10338,18,1,3,0,0,0,1
10338,35,1,99,4,0,0,1
10338,48,2,3,2,0,0,1
10339,21,1,3,4,0,0,1
10339,34,1,3,3,8,8,2
10339,50,1,3,0,0,0,1
10340,59,1,0,4,0,0,1
10340,8,1,0,4,8,8,2
10341,20,1,0,3,0,0,1
10341,36,2,0,4,0,0,1
10341,46,2,0,4,8,8,2
10342,27,1,0,4,0,0,1
10343,19,1,0,4,1,9,1
10343,25,1,0,3,8,8,2
10344,31,1,5,4,9,9,1
10345,57,2,3,4,0,0,1
10346,81,2,0,0,0,0,1
10346,69,2,0,4,8,8,2
10347,75,2,3,4,0,0,1
10347,74,1,3,3,8,8,2
10347,19,1,3,0,0,0,1
10347,15,2,3,3,8,8,2
10347,19,1,3,3,8,8,2
10348,86,1,0,4,0,0,6
10348,34,2,3,0,0,0,1
10349,20,1,0,3,0,0,1
10349,20,2,99,4,8,8,2
10349,20,2,0,3,8,8,2
10349,1,1,4,3,8,8,2
10349,2,1,4,3,8,8,2
10350,59,2,3,1,9,9,1
10350,72,1,3,4,8,8,2
